local,valor,data,periodo,ano
RUS,100.9242,2015-7-1,2015-07,2015
RUS,101.2443,2015-8-1,2015-08,2015
RUS,101.3769,2015-9-1,2015-09,2015
RUS,101.2877,2015-10-1,2015-10,2015
RUS,101.0369,2015-11-1,2015-11,2015
RUS,100.5037,2015-12-1,2015-12,2015
RUS,99.93582,2016-1-1,2016-01,2016
RUS,99.7507,2016-2-1,2016-02,2016
RUS,100.3735,2016-3-1,2016-03,2016
RUS,101.0641,2016-4-1,2016-04,2016
RUS,101.4782,2016-5-1,2016-05,2016
TUR,95.7749,2009-9-1,2009-09,2009
TUR,95.63808,2009-10-1,2009-10,2009
TUR,95.99559,2009-11-1,2009-11,2009
TUR,96.89097,2009-12-1,2009-12,2009
TUR,97.5138,2010-1-1,2010-01,2010
TUR,97.92232,2010-2-1,2010-02,2010
TUR,98.70596,2010-3-1,2010-03,2010
TUR,99.28009,2010-4-1,2010-04,2010
TUR,99.16898,2010-5-1,2010-05,2010
TUR,99.12898,2010-6-1,2010-06,2010
TUR,99.58763,2010-7-1,2010-07,2010
TUR,99.99398,2010-8-1,2010-08,2010
TUR,100.1443,2010-9-1,2010-09,2010
TUR,100.3253,2010-10-1,2010-10,2010
TUR,100.7126,2010-11-1,2010-11,2010
TUR,100.9709,2010-12-1,2010-12,2010
TUR,100.7497,2011-1-1,2011-01,2011
TUR,100.2871,2011-2-1,2011-02,2011
TUR,99.91582,2011-3-1,2011-03,2011
TUR,99.88395,2011-4-1,2011-04,2011
TUR,100.2897,2011-5-1,2011-05,2011
TUR,100.7557,2011-6-1,2011-06,2011
TUR,101.0139,2011-7-1,2011-07,2011
TUR,100.877,2011-8-1,2011-08,2011
TUR,100.4545,2011-9-1,2011-09,2011
TUR,99.48105,2011-10-1,2011-10,2011
TUR,98.69285,2011-11-1,2011-11,2011
TUR,98.12579,2011-12-1,2011-12,2011
TUR,97.98649,2012-1-1,2012-01,2012
TUR,98.51456,2012-2-1,2012-02,2012
TUR,99.34525,2012-3-1,2012-03,2012
TUR,99.76258,2012-4-1,2012-04,2012
TUR,99.539,2012-5-1,2012-05,2012
TUR,98.91483,2012-6-1,2012-06,2012
TUR,98.69199,2012-7-1,2012-07,2012
TUR,98.60961,2012-8-1,2012-08,2012
TUR,98.69901,2012-9-1,2012-09,2012
TUR,98.98438,2012-10-1,2012-10,2012
TUR,99.08552,2012-11-1,2012-11,2012
TUR,98.87953,2012-12-1,2012-12,2012
TUR,98.71881,2013-1-1,2013-01,2013
TUR,99.15508,2013-2-1,2013-02,2013
TUR,99.58581,2013-3-1,2013-03,2013
TUR,99.65471,2013-4-1,2013-04,2013
TUR,99.70288,2013-5-1,2013-05,2013
TUR,99.92319,2013-6-1,2013-06,2013
TUR,100.1144,2013-7-1,2013-07,2013
TUR,100.3088,2013-8-1,2013-08,2013
TUR,100.4896,2013-9-1,2013-09,2013
TUR,100.4634,2013-10-1,2013-10,2013
TUR,100.2556,2013-11-1,2013-11,2013
TUR,99.89131,2013-12-1,2013-12,2013
TUR,99.60451,2014-1-1,2014-01,2014
TUR,99.57919,2014-2-1,2014-02,2014
TUR,99.79308,2014-3-1,2014-03,2014
TUR,100.1172,2014-4-1,2014-04,2014
TUR,100.3618,2014-5-1,2014-05,2014
TUR,100.4669,2014-6-1,2014-06,2014
TUR,100.5467,2014-7-1,2014-07,2014
TUR,100.599,2014-8-1,2014-08,2014
TUR,100.7589,2014-9-1,2014-09,2014
TUR,100.9382,2014-10-1,2014-10,2014
TUR,100.6219,2014-11-1,2014-11,2014
TUR,100.1188,2014-12-1,2014-12,2014
TUR,99.4417,2015-1-1,2015-01,2015
TUR,98.86551,2015-2-1,2015-02,2015
TUR,98.57301,2015-3-1,2015-03,2015
TUR,98.90266,2015-4-1,2015-04,2015
TUR,99.18722,2015-5-1,2015-05,2015
TUR,99.25905,2015-6-1,2015-06,2015
TUR,99.23405,2015-7-1,2015-07,2015
TUR,99.09725,2015-8-1,2015-08,2015
TUR,98.98333,2015-9-1,2015-09,2015
TUR,99.45702,2015-10-1,2015-10,2015
TUR,100.0834,2015-11-1,2015-11,2015
TUR,100.2929,2015-12-1,2015-12,2015
TUR,99.99915,2016-1-1,2016-01,2016
TUR,99.46376,2016-2-1,2016-02,2016
TUR,99.08387,2016-3-1,2016-03,2016
TUR,98.98347,2016-4-1,2016-04,2016
TUR,98.94454,2016-5-1,2016-05,2016
USA,99.19897,2008-1-1,2008-01,2008
USA,99.10889,2008-2-1,2008-02,2008
USA,99.08532,2008-3-1,2008-03,2008
USA,99.14987,2008-4-1,2008-04,2008
USA,99.2881,2008-5-1,2008-05,2008
USA,99.38499,2008-6-1,2008-06,2008
USA,99.29765,2008-7-1,2008-07,2008
USA,98.88495,2008-8-1,2008-08,2008
USA,98.05273,2008-9-1,2008-09,2008
USA,97.14539,2008-10-1,2008-10,2008
USA,96.42807,2008-11-1,2008-11,2008
USA,96.0237,2008-12-1,2008-12,2008
USA,96.06073,2009-1-1,2009-01,2009
USA,96.27596,2009-2-1,2009-02,2009
USA,96.65248,2009-3-1,2009-03,2009
USA,97.22559,2009-4-1,2009-04,2009
USA,97.85389,2009-5-1,2009-05,2009
USA,98.48997,2009-6-1,2009-06,2009
USA,99.14273,2009-7-1,2009-07,2009
USA,99.68426,2009-8-1,2009-08,2009
USA,99.99866,2009-9-1,2009-09,2009
USA,100.2211,2009-10-1,2009-10,2009
USA,100.3387,2009-11-1,2009-11,2009
USA,100.5594,2009-12-1,2009-12,2009
USA,100.8772,2010-1-1,2010-01,2010
USA,101.105,2010-2-1,2010-02,2010
USA,101.2951,2010-3-1,2010-03,2010
USA,101.2369,2010-4-1,2010-04,2010
USA,100.9634,2010-5-1,2010-05,2010
USA,100.6402,2010-6-1,2010-06,2010
USA,100.4594,2010-7-1,2010-07,2010
USA,100.4355,2010-8-1,2010-08,2010
USA,100.5439,2010-9-1,2010-09,2010
USA,100.766,2010-10-1,2010-10,2010
USA,101.002,2010-11-1,2010-11,2010
USA,101.1862,2010-12-1,2010-12,2010
USA,101.3251,2011-1-1,2011-01,2011
USA,101.3765,2011-2-1,2011-02,2011
USA,101.2797,2011-3-1,2011-03,2011
USA,101.0304,2011-4-1,2011-04,2011
USA,100.6298,2011-5-1,2011-05,2011
USA,100.376,2011-6-1,2011-06,2011
USA,100.1047,2011-7-1,2011-07,2011
USA,99.92804,2011-8-1,2011-08,2011
USA,99.8099,2011-9-1,2011-09,2011
USA,99.72126,2011-10-1,2011-10,2011
USA,99.73737,2011-11-1,2011-11,2011
USA,99.85213,2011-12-1,2011-12,2011
USA,99.98311,2012-1-1,2012-01,2012
USA,100.0888,2012-2-1,2012-02,2012
USA,100.143,2012-3-1,2012-03,2012
USA,100.1137,2012-4-1,2012-04,2012
USA,99.93009,2012-5-1,2012-05,2012
USA,99.65891,2012-6-1,2012-06,2012
USA,99.49883,2012-7-1,2012-07,2012
USA,99.48181,2012-8-1,2012-08,2012
USA,99.48561,2012-9-1,2012-09,2012
USA,99.3984,2012-10-1,2012-10,2012
USA,99.34705,2012-11-1,2012-11,2012
USA,99.5101,2012-12-1,2012-12,2012
USA,99.81051,2013-1-1,2013-01,2013
USA,99.96352,2013-2-1,2013-02,2013
USA,99.83025,2013-3-1,2013-03,2013
USA,99.62317,2013-4-1,2013-04,2013
USA,99.59647,2013-5-1,2013-05,2013
USA,99.81017,2013-6-1,2013-06,2013
USA,100.1146,2013-7-1,2013-07,2013
USA,100.3796,2013-8-1,2013-08,2013
USA,100.5068,2013-9-1,2013-09,2013
USA,100.544,2013-10-1,2013-10,2013
USA,100.5156,2013-11-1,2013-11,2013
USA,100.3861,2013-12-1,2013-12,2013
USA,100.2143,2014-1-1,2014-01,2014
USA,100.2624,2014-2-1,2014-02,2014
USA,100.3656,2014-3-1,2014-03,2014
USA,100.4539,2014-4-1,2014-04,2014
USA,100.5122,2014-5-1,2014-05,2014
USA,100.5551,2014-6-1,2014-06,2014
USA,100.6534,2014-7-1,2014-07,2014
USA,100.785,2014-8-1,2014-08,2014
USA,100.8005,2014-9-1,2014-09,2014
USA,100.8184,2014-10-1,2014-10,2014
USA,100.7252,2014-11-1,2014-11,2014
USA,100.4732,2014-12-1,2014-12,2014
USA,100.2162,2015-1-1,2015-01,2015
USA,100.0131,2015-2-1,2015-02,2015
USA,99.87378,2015-3-1,2015-03,2015
USA,99.83597,2015-4-1,2015-04,2015
USA,99.89322,2015-5-1,2015-05,2015
USA,99.88527,2015-6-1,2015-06,2015
USA,99.75715,2015-7-1,2015-07,2015
USA,99.56715,2015-8-1,2015-08,2015
USA,99.3618,2015-9-1,2015-09,2015
USA,99.17601,2015-10-1,2015-10,2015
USA,99.02748,2015-11-1,2015-11,2015
USA,98.97595,2015-12-1,2015-12,2015
USA,99.06079,2016-1-1,2016-01,2016
USA,99.26811,2016-2-1,2016-02,2016
USA,99.48814,2016-3-1,2016-03,2016
USA,99.58212,2016-4-1,2016-04,2016
USA,99.64746,2016-5-1,2016-05,2016
